name,time,application,num_replicas,batch_size
bert-0,259,bert,6,384
cifar10-1,289,cifar10,6,2048
cifar10-2,447,cifar10,16,4096
deepspeech2-3,543,deepspeech2,8,320
ncf-4,1107,ncf,1,32768
cifar10-5,1314,cifar10,16,4096
ncf-6,1403,ncf,1,32768
ncf-7,1543,ncf,1,32768
ncf-8,1760,ncf,1,32768
ncf-9,1873,ncf,1,32768
cifar10-10,1915,cifar10,8,2048
ncf-11,1916,ncf,1,32768
cifar10-12,1917,cifar10,16,4096
imagenet-13,2245,imagenet,48,6400
cifar10-14,2353,cifar10,16,4096
ncf-15,3050,ncf,1,32768
cifar10-16,3087,cifar10,12,4096
cifar10-17,3131,cifar10,8,2048
cifar10-18,3178,cifar10,12,4096
cifar10-19,3261,cifar10,12,4096
cifar10-20,3692,cifar10,8,2048
ncf-21,4192,ncf,1,32768
cifar10-22,4252,cifar10,16,4096
cifar10-23,4276,cifar10,6,2048
cifar10-24,4501,cifar10,6,2048
ncf-25,4815,ncf,1,32768
cifar10-26,5334,cifar10,12,4096
ncf-27,5515,ncf,1,32768
cifar10-28,5531,cifar10,8,2048
ncf-29,5729,ncf,1,32768
cifar10-30,5801,cifar10,6,2048
ncf-31,6029,ncf,1,32768
cifar10-32,6117,cifar10,8,2048
ncf-33,6296,ncf,1,32768
deepspeech2-34,6379,deepspeech2,12,640
cifar10-35,6668,cifar10,6,2048
cifar10-36,6739,cifar10,12,4096
ncf-37,6747,ncf,1,32768
cifar10-38,6784,cifar10,6,2048
cifar10-39,7062,cifar10,8,2048
imagenet-40,7161,imagenet,32,6400
ncf-41,7623,ncf,1,32768
cifar10-42,7922,cifar10,12,4096
bert-43,8293,bert,16,384
cifar10-44,8444,cifar10,12,4096
ncf-45,8916,ncf,1,32768
cifar10-46,9152,cifar10,12,4096
ncf-47,10073,ncf,1,32768
cifar10-48,10578,cifar10,12,4096
ncf-49,10916,ncf,1,32768
yolov3-50,10930,yolov3,4,64
cifar10-51,10932,cifar10,6,2048
ncf-52,10989,ncf,1,32768
ncf-53,11078,ncf,1,32768
ncf-54,11188,ncf,1,32768
cifar10-55,11333,cifar10,6,2048
ncf-56,11354,ncf,1,32768
imagenet-57,11592,imagenet,24,3200
deepspeech2-58,11769,deepspeech2,8,320
ncf-59,12180,ncf,1,32768
bert-60,12291,bert,6,384
ncf-61,13354,ncf,1,32768
ncf-62,13360,ncf,1,32768
cifar10-63,13468,cifar10,8,2048
cifar10-64,13515,cifar10,16,4096
ncf-65,13568,ncf,1,32768
bert-66,13616,bert,16,384
cifar10-67,14156,cifar10,6,2048
ncf-68,14213,ncf,1,32768
cifar10-69,14228,cifar10,12,4096
